business_name,official_website,emails,phones,address,extraction_method,confidence,pages_visited,social_linkedin,social_facebook,social_instagram,social_twitter,social_youtube,social_github,errors,provenance
Eric Weitner - Global Head Of Technology Operations at Weber Shandwick,https://theorg.com/org/weber-shandwick/org-chart/eric-weitner,pr@theorg.com; sales@theorg.com,,"96 Anderson Street, New York, United States, US",HTTP,1.0,https://theorg.com/org/weber-shandwick/org-chart/eric-weitner; https://theorg.com/contact; https://theorg.com/about; https://theorg.com/contact-us,https://www.linkedin.com/company/theorg/,https://www.facebook.com/theorgcom,https://www.instagram.com/theorgcom,https://x.com/theorgcom,,,,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": """", ""address"": ""importer""}"
Blair WELCH personal appointments,https://find-and-update.company-information.service.gov.uk/officers/RuC8OydjAEfPQ9ZKyAxboSSacfY/appointments,,,"c/o Slate Asset Management, Toronto, Ontario, IL",HTTP,0.0,https://find-and-update.company-information.service.gov.uk/officers/RuC8OydjAEfPQ9ZKyAxboSSacfY/appointments; https://find-and-update.company-information.service.gov.uk/help/cookies; https://find-and-update.company-information.service.gov.uk/help/accessibility-statement; https://find-and-update.company-information.service.gov.uk/officers/RuC8OydjAEfPQ9ZKyAxboSSacfY/appointments#content,,,,,,,,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
Contact,https://m3property.com.au/static/016dbe8b1c7fd41ce4da05be50aa95a2/M3-Property-Insight-SDA-Price-Review-June-2023-1.pdf,infonsw@m3property.com.au; infoqld@m3property.com.au; infosa@m3property.com.au; infovic@m3property.com.au,+17053381989; +18103005437; +61282348100; +61396051000; +61736207900; +61870991800,"The Grange, Sydney, NSW, X0",HTTP,0.98,https://m3property.com.au/static/016dbe8b1c7fd41ce4da05be50aa95a2/M3-Property-Insight-SDA-Price-Review-June-2023-1.pdf; https://m3property.com.au/contact; https://m3property.com.au/contact-us; https://m3property.com.au/about,https://au.linkedin.com/company/m3property,,,,,,,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
Rui Wei,https://chem.scu.edu.cn/hxen/info/1027/1967.htm,chem@scu.edu.cn; weir@scu.edu.cn,+13807381419; +14703471014; +16782678513; +17603761223; +17723772922; +19567957221; +19796981017; +862885412290; +862885412291,"30 Montgomery St, Chengdu, Sichuan, NJ",HTTP,0.72,https://chem.scu.edu.cn/hxen/info/1027/1967.htm,,,,,,,AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
OTC Markets,https://www.otcmarkets.com/stock/MUNMF/profile,,,"1040 West Georgia Street, Vancouver, BC, A1",Merged,0.05,https://www.otcmarkets.com/about; https://www.otcmarkets.com/contact; https://www.otcmarkets.com/contact-us; https://www.otcmarkets.com/stock/CMRB/profile; https://www.otcmarkets.com/stock/MUNMF/profile,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
"Europe Startup News: Revolut, Elvy, APEX",https://www.startupresearcher.com/news/startup-researcher-europe-week-50-2025,,,"Kungsklippan 11, Stockholm, Stockholm, US",HTTP,0.05,https://www.startupresearcher.com/news/startup-researcher-europe-week-50-2025; https://www.startupresearcher.com/contact-us; https://www.startupresearcher.com/about-us; https://www.startupresearcher.com/news/kbc-group-launches-100-million-fund-to-support-belgian-startups,https://linkedin.com/company/startup-researcher,,,https://x.com/SR_Researcher_,,,AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
Who We Are,https://pgsa.com/who-we-are,info@pgsa.com,+14029919482,"1536 Cuming Street, Omaha, Nebraska, US",HTTP,0.95,https://pgsa.com/who-we-are,https://www.linkedin.com/company/pgsallc/,,,,,,,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
School Partnership Lead in Swansea at Swansea University,https://talents.studysmarter.co.uk/companies/swansea-university/school-partnership-lead-15039983,andrew.townsend@swansea.ac.uk; j.a.wedlake@swansea.ac.uk,,"Windward 3, Swansea, Wales, E9",HTTP,0.6,https://talents.studysmarter.co.uk/companies/swansea-university/school-partnership-lead-15039983; https://talents.studysmarter.co.uk/jobs/; https://talents.studysmarter.co.uk/contact; https://talents.studysmarter.co.uk/contact-us,https://www.linkedin.com/company/studysmarter/,https://www.facebook.com/StudySmarter.de,https://www.instagram.com/studysmarter/,https://twitter.com/studysmarterDE/,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": """", ""address"": ""importer""}"
,https://www.tuftsmedicine.org/doctor/harry-webster,,,"80 HINES RD, Billerica, Massachusetts, A6",HTTP,0.0,https://www.tuftsmedicine.org/doctor/harry-webster,,,,,,,AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
Client Challenge,https://www.houzz.com/professionals/architects-and-building-designers/rc-wehmeyer-design-build-pfvwus-pf~1704441297,,,"1835B Kramer Ln, Burlingame, CA, TX",HTTP,0.05,https://www.houzz.com/professionals/architects-and-building-designers/rc-wehmeyer-design-build-pfvwus-pf~1704441297; https://www.houzz.com/contact; https://www.houzz.com/contact-us; https://www.houzz.com/about,,,,,,,AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
Boaz Ronald Weinstein,https://privatefunddata.com/fund-employees/boaz-ronald-weinstein-2642143,hello@privatefunddata.com,,"405 Lexington Avenue, New York, NY, NY",HTTP,1.0,https://privatefunddata.com/fund-employees/boaz-ronald-weinstein-2642143; https://privatefunddata.com/contact/; https://privatefunddata.com/contact; https://privatefunddata.com/contact-us,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": """", ""address"": ""importer""}"
Richard J. Watson - EY Global Consulting Cybersecurity Leader,https://www.ey.com/en_ug/people/richard-watson,ai@scale.ey,,"550 East Swedesford Rd. Suite 350, Sydney, Australia, US",HTTP,0.65,https://www.ey.com/en_ug/people/richard-watson; https://www.ey.com/en_gl/locations; https://www.ey.com/en_gl/about-us; https://www.ey.com/en_gl/board-matters,https://www.linkedin.com/in/richardwatsoncybersecurity/,http://www.facebook.com/pages/Ernst-Young/195665063800329,,https://www.twitter.com/Watsoncyber,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": """", ""address"": ""importer""}"
,https://www.researchgate.net/profile/Samuel-Wathen,,,"1441 Brickell Avenue, Conway, South Carolina, FL",HTTP,0.0,https://www.researchgate.net/profile/Samuel-Wathen,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.fsc.gi/regulated-entity/waystone-management-company-ie-limited-29796,,,"3rd Floor, Dublin, Ireland, L2",HTTP,0.0,https://www.fsc.gi/regulated-entity/waystone-management-company-ie-limited-29796,,,,,,,AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.michaelweinstock.com/contact,,,"535 Madison Avenue, Niceville, FL, US",HTTP,0.05,https://www.michaelweinstock.com/contact,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.accessnewswire.com/newsroom/en/computers-technology-and-internet/setsale-closes-2-million-to-bring-ai-efficiency-to-the-hvac-suppl-1146873,,,"418 ATHERTON ST., Charlotte, North Carolina, US",HTTP,0.0,https://www.accessnewswire.com/newsroom/en/computers-technology-and-internet/setsale-closes-2-million-to-bring-ai-efficiency-to-the-hvac-suppl-1146873,,,,,,,AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
"WEEKEND FUND IV, LP",https://www.formds.com/issuers/weekend-fund-iv-lp,,+13603409337,"5701 Biscayne Boulevard, Miami, Florida, FL",HTTP,0.75,https://www.formds.com/issuers/weekend-fund-iv-lp; https://www.formds.com/contact; https://www.formds.com/contact-us; https://www.formds.com/about,,,,,,,AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": ""scraper"", ""address"": ""importer""}"
,https://www.dougweide100summitdrivesyndicationsandimmersivelodging.com,,,"100 Summit Drive, 100 Summit Drive, syndications and immersive lodging, US",HTTP,0.0,https://www.dougweide100summitdrivesyndicationsandimmersivelodging.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.leonardwatkins182cordovatn.com,,,"1108 Versilia, 182, Cordova, TN",HTTP,0.0,https://www.leonardwatkins182cordovatn.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.rennerweismann1283libertystreetfranklin.com,,,"1283 Liberty Street, 1283 Liberty Street, Franklin, US",HTTP,0.0,https://www.rennerweismann1283libertystreetfranklin.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.aprilwedding603eastbroadwaystreetprosper.com,,,"603 East Broadway Street, 603 East Broadway Street, Prosper, US",HTTP,0.0,https://www.aprilwedding603eastbroadwaystreetprosper.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://cascade-partners.com/team-member/stephen-weber,,,"Driehaus Capital Management LLC, Grand Rapids, Michigan, IL",HTTP,0.0,https://cascade-partners.com/team-member/stephen-weber,,,,,,,AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.healthcare.gov/search/healthcare-professionals/anthony-woods-0001231919-26-000249,,,"c/o Raintank Inc., San Francisco, CA, NY",HTTP,0.0,https://www.healthcare.gov/search/healthcare-professionals/anthony-woods-0001231919-26-000249,,,,,,,Robots.txt restricts crawling on https://www.healthcare.gov/search/healthcare-professionals/anthony-woods-0001231919-26-000249.; AI Enrichment Error: All providers failed for structured query. Last error: Gemini rate limited (429). Retry after 60.0s.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.bennettweaver20thflooratlantaga.com,,,"3280 Peachtree Road, 20th Floor, ATLANTA, GA",HTTP,0.0,https://www.bennettweaver20thflooratlantaga.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://in.investing.com/news/stock-market-news/form-def-14a-alphatec-holdings-inc-for-23-june-93CH-5465992,,,"104 COOPER CT., Los Gatos, California, US",HTTP,0.0,https://in.investing.com/news/stock-market-news/form-def-14a-alphatec-holdings-inc-for-23-june-93CH-5465992,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
Front Office Bios - Craig Weissman,https://www.mlb.com/giants/team/front-office/craig-weissman,,+12026756287; +12063464000; +12154636000; +12164204200; +13032920200; +13054801300; +13126741000; +13134712000; +13143459600; +14046142300; +14106859800; +14123235000; +14149024400; +14159722000; +14163411000; +15137657000; +16024626500; +16126593400; +16172679440; +16197955000; +17132598000; +17149402000; +17182934300; +17185076387; +17278253137; +17734042827; +18169218000; +18175331972,"90 NEW MONTGOMERY ST., La Costa, California, CA",HTTP,0.8,https://www.mlb.com/giants/team/front-office/craig-weissman; https://www.mlb.com/team; https://www.mlb.com/giants/history,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": ""scraper"", ""address"": ""importer""}"
VirtuAlly,https://solventnetworks.com/endorsed_partners/virtually,jwechsler@virtually.io,+18034546959,"c/o BLV Manager LLC, Charleston, South Carolina, MA",HTTP,0.67,https://solventnetworks.com/endorsed_partners/virtually,https://www.linkedin.com/company/solvent-networks/,,,,https://www.youtube.com/channel/UCYC0uUIgNlXgqv3Opjtvc-Q,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
,https://www.toyotaoflincoln.com/about-us/staff,,,"8 The Green, Lincoln, Nebraska, DE",HTTP,0.05,https://www.toyotaoflincoln.com/about-us/staff,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
Finding work for executives lays foundation for success,https://www.reviewjournal.com/business/finding-work-for-executives-lays-foundation-for-success,hstutz@reviewjournal.com,+17024773871,"1697 Northbluff Road, Las Vegas, NV, US",HTTP,0.78,https://www.reviewjournal.com/business/finding-work-for-executives-lays-foundation-for-success,,https://www.facebook.com/reviewjournal,https://www.instagram.com/reviewjournal/,https://twitter.com/reviewjournal,https://www.youtube.com/channel/UCKk6TkLfOoXs2T4vfvdGlnw,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
,https://www.dwebblaw.com/contact,,,"3811 Turtle Creek Blvd, Little Rock, Arkansas, TX",HTTP,0.05,https://www.dwebblaw.com/contact,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
Our People,https://www.weikinvest.com/our-people.htm,advisor@albright.sarah; info@weikinvest.com; sorority@albright.she,+16103762240,"18 Commerce Drive, Wyomissing, PA, US",HTTP,0.76,https://www.weikinvest.com/our-people.htm,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
Sam Wegenke,https://o2investment.com/team-member/sam-wegenke,swegenke@o2investment.com,+12485544239,"40900 Woodward Ave, Bloomfield Hills, Michigan, MI",HTTP,0.82,https://o2investment.com/team-member/sam-wegenke,,,,,,,,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
About Inside Self-Storage,https://www.insideselfstorage.com/author/steven-wear,,+12127107424; +18002621954,"3023 N Clark St., Chicago, IL, IL",HTTP,0.8,https://www.insideselfstorage.com/author/steven-wear; https://www.insideselfstorage.com/about-inside-self-storage; https://www.insideselfstorage.com/iss-brand/video-seminar-darren-kelley-of-right-move-storage-helps-you-improve-your-self-storage-ancillary-revenue; https://www.insideselfstorage.com/author/iss-staff,https://www.linkedin.com/company/inside-self-storage,https://www.facebook.com/InsideSelfStorage/,https://www.instagram.com/insideselfstorage/,https://twitter.com/SelfStorage_ISS,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": ""scraper"", ""address"": ""importer""}"
Location,https://katieweiler.dr-leonardo.com/locations.html,,+14422440019,"68 Commercial Street, Carlsbad, CA, US",HTTP,0.85,https://katieweiler.dr-leonardo.com/locations.html; https://katieweiler.dr-leonardo.com/locations.html; https://katieweiler.dr-leonardo.com/about-us.html; https://katieweiler.dr-leonardo.com/contact,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": ""scraper"", ""address"": ""importer""}"
,https://seercap.com,,,"1177 Avenue of the Americas, New York, New York, NY",HTTP,0.0,https://seercap.com,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://lawyers.findlaw.com/connecticut/bridgeport/2638434_1,,,"Cedarview Capital Management, Bridgeport, CT, NY",HTTP,0.0,https://lawyers.findlaw.com/connecticut/bridgeport/2638434_1,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.mto.com/lawyer/jeffrey-i-weinberger,,,"9700 East 146th Street, Los Angeles, CA, IN",HTTP,0.0,https://www.mto.com/lawyer/jeffrey-i-weinberger,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
"Justin Webb, Speaker",https://getapeptalk.com/experts/justin-webb-speaker,audience@scale.fees; experts@getapeptalk.com; hello@getapeptalk.com; justin.webb@getapeptalk.com,+17378885112; +442038352929,"2407 Park Drive, London, United Kingdom, PA",HTTP,0.95,https://getapeptalk.com/experts/justin-webb-speaker,https://www.linkedin.com/company/getapeptalk/,,https://www.instagram.com/getapeptalk/,,https://www.youtube.com/@getapeptalk,,,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
Contact — Stonecrest Partners,https://www.stonecrestpartners.com/contact-1,djones@stonecrestpartners.com; jrandolph@stonecrestpartners.com; rprann@stonecrestpartners.com,+12012584756; +13056779595; +17876800999; +18663421069,"1369 Ashford Ave, San Juan, PR, PR",HTTP,0.98,https://www.stonecrestpartners.com/contact-1,,,,,,,,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
,https://www.birminghammail.co.uk/news/local-news/nigel-wood-birmingham-mail-2060114,,,"40 Gracechurch Street, Birmingham, Alabama, US",HTTP,0.0,https://www.birminghammail.co.uk/news/local-news/nigel-wood-birmingham-mail-2060114,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
RPM Ventures,https://www.rpmvc.com/team,,,"320 North Main Street, Ann Arbor, Michigan, MI",HTTP,0.05,https://www.rpmvc.com/team; https://www.rpmvc.com/team; https://www.rpmvc.com/contact; https://www.rpmvc.com/contact-us,https://www.linkedin.com/in/adamboyden/,,,https://twitter.com/rpmvc,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.streetinsider.com/SEC+Filings/Form+D+Hometown+Pet+Holdings%2C/25856216.html,,,"2 Alhambra Street, San Francisco, California, CA",HTTP,0.0,https://www.streetinsider.com/SEC+Filings/Form+D+Hometown+Pet+Holdings%2C/25856216.html,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
Wealth Advisors Feeder Fund I LP,https://aum13f.com/fund/wealth-advisors-feeder-fund-i-lp,tony@aum13f.com,+13125956000,"353 North Clark Street, Chicago, Illinois, US",HTTP,0.92,https://aum13f.com/fund/wealth-advisors-feeder-fund-i-lp,,,,,,,,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": ""scraper"", ""address"": ""importer""}"
Proprietary Trading and Investment Advisory Firm,https://tradelinkllc.com,,+13122642000; +13122642001; +17866296660; +17866297441; +442076189200,"Tradelink Capital LLC, Chicago, Illinois, IL",HTTP,0.85,https://tradelinkllc.com; https://tradelinkllc.com/about-us/; https://tradelinkllc.com/contact; https://tradelinkllc.com/contact-us,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": ""scraper"", ""address"": ""importer""}"
Noah Waxman,https://noahwaxman.com/pages/contact,free@checkout.shippi; purchase@checkout.once; shop@noahwaxman.com,,"335 Madison Avenue, New York, NY, NY",HTTP,0.83,https://noahwaxman.com/pages/contact; https://noahwaxman.com/pages/contact; https://noahwaxman.com/pages/contact#MainContent; https://noahwaxman.com/apps/help-center,,https://facebook.com/NoahWaxmanUSA,http://instagram.com/NoahWaxmanUSA,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": ""scraper"", ""phones"": """", ""address"": ""importer""}"
,https://www.wdcprojectcomanagerllcsuite108raleighnc.com,,,"8045 Arco Corporate Drive, Suite 108, Raleigh, NC",HTTP,0.0,https://www.wdcprojectcomanagerllcsuite108raleighnc.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://quadreal.com/about-us/our-leadership,,,"c/o QuadReal Property Group, New York City, United States, A1",HTTP,0.05,https://quadreal.com/about-us/our-leadership,,,,,,,AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
